PanBaRT20_chr1HG00054.1	chr1H_LR890096.1	1613941	1621779	+
PanBaRT20_chr1HG00055.1	chr1H_LR890096.1	1630936	1636720	-
PanBaRT20_chr1HG00056.1	chr1H_LR890096.1	1646830	1647174	-
PanBaRT20_chr1HG00057.1	chr1H_LR890096.1	1706754	1712567	+
PanBaRT20_chr1HG00058.1	chr1H_LR890096.1	1719717	1720810	+
PanBaRT20_chr1HG00059.1	chr1H_LR890096.1	1725335	1728063	+
PanBaRT20_chr1HG00060.1	chr1H_LR890096.1	1728977	1730259	-
PanBaRT20_chr1HG00061.1	chr1H_LR890096.1	1728977	1730259	+
PanBaRT20_chr1HG00062.1	chr1H_LR890096.1	1735792	1737375	+
PanBaRT20_chr1HG00063.1	chr1H_LR890096.1	1730260	1753935	.
PanBaRT20_chr1HG00064.1	chr1H_LR890096.1	1753936	1757170	-
PanBaRT20_chr1HG00065.1	chr1H_LR890096.1	1764358	1764603	-
PanBaRT20_chr1HG00066.1	chr1H_LR890096.1	1778343	1780152	-
PanBaRT20_chr1HG00067.1	chr1H_LR890096.1	1785019	1786651	-
PanBaRT20_chr1HG00068.1	chr1H_LR890096.1	1785036	1786634	+
PanBaRT20_chr1HG00069.1	chr1H_LR890096.1	1820956	1824583	-
PanBaRT20_chr1HG00070.1	chr1H_LR890096.1	1842929	1843985	-
PanBaRT20_chr1HG00071.1	chr1H_LR890096.1	1842929	1845278	+
PanBaRT20_chr1HG00072.1	chr1H_LR890096.1	1917886	1918803	-
PanBaRT20_chr1HG00073.1	chr1H_LR890096.1	1917886	1918803	+
PanBaRT20_chr1HG00074.1	chr1H_LR890096.1	1947558	1947865	+
PanBaRT20_chr1HG00075.1	chr1H_LR890096.1	1947561	1947865	-
PanBaRT20_chr1HG00076.1	chr1H_LR890096.1	2061272	2062303	+
PanBaRT20_chr1HG00077.1	chr1H_LR890096.1	2061272	2062303	+
PanBaRT20_chr1HG00078.1	chr1H_LR890096.1	2083156	2086559	+
PanBaRT20_chr1HG00079.1	chr1H_LR890096.1	2083156	2086559	.
PanBaRT20_chr1HG00080.1	chr1H_LR890096.1	2091106	2091310	-
PanBaRT20_chr1HG00081.1	chr1H_LR890096.1	2092589	2093851	+
PanBaRT20_chr1HG00082.1	chr1H_LR890096.1	2092720	2093822	-
PanBaRT20_chr1HG00083.1	chr1H_LR890096.1	2095418	2097875	+
PanBaRT20_chr1HG00084.1	chr1H_LR890096.1	2105889	2106453	-
PanBaRT20_chr1HG00085.1	chr1H_LR890096.1	2105889	2106453	+
PanBaRT20_chr1HG00086.1	chr1H_LR890096.1	15288666	15288980	-
PanBaRT20_chr1HG00087.1	chr1H_LR890096.1	2143428	2144654	+
PanBaRT20_chr1HG00088.1	chr1H_LR890096.1	2173399	2173964	+
PanBaRT20_chr1HG00089.1	chr4H_LR890099.1	12582357	12582581	+
PanBaRT20_chr1HG00090.1	chr1H_LR890096.1	2175445	2176288	+
PanBaRT20_chr1HG00091.1	chr1H_LR890096.1	2181405	2182259	+
PanBaRT20_chr1HG00092.1	chr1H_LR890096.1	2191285	2192173	+
PanBaRT20_chr1HG00093.1	chr1H_LR890096.1	2195311	2196470	-
PanBaRT20_chr1HG00094.1	chr1H_LR890096.1	2196862	2198162	+
PanBaRT20_chr1HG00095.1	chr1H_LR890096.1	2262516	2269336	-
PanBaRT20_chr1HG00096.1	chr1H_LR890096.1	2270859	2271612	-
PanBaRT20_chr1HG00097.1	chr1H_LR890096.1	2276458	2276787	-
PanBaRT20_chr1HG00098.1	chr1H_LR890096.1	2295989	2298412	+
PanBaRT20_chr1HG00099.1	chr1H_LR890096.1	2298640	2300228	+
PanBaRT20_chr1HG00100.1	chr1H_LR890096.1	2301095	2301294	+
PanBaRT20_chr1HG00101.1	chr1H_LR890096.1	2311720	2312358	+
PanBaRT20_chr1HG00102.1	chr1H_LR890096.1	2315577	2316253	-
PanBaRT20_chr1HG00103.1	chr1H_LR890096.1	2317797	2320090	+
PanBaRT20_chr1HG00104.1	chr1H_LR890096.1	2322108	2326362	+
PanBaRT20_chr1HG00105.1	chr1H_LR890096.1	2366705	2367480	+
PanBaRT20_chr1HG00106.1	chr1H_LR890096.1	2387075	2387310	-
PanBaRT20_chr1HG00107.1	chr1H_LR890096.1	2389468	2394114	-
PanBaRT20_chr1HG00108.1	chr1H_LR890096.1	2389836	2390232	-
PanBaRT20_chr1HG00109.1	chr1H_LR890096.1	2390978	2391238	-
PanBaRT20_chr1HG00110.1	chr1H_LR890096.1	2403341	2403584	+
PanBaRT20_chr1HG00111.1	chr1H_LR890096.1	2497979	2499050	-
PanBaRT20_chr1HG00112.1	chr1H_LR890096.1	2512359	2564004	.
PanBaRT20_chr1HG00113.1	chr1H_LR890096.1	2512359	2564004	.
PanBaRT20_chr1HG00114.1	chr1H_LR890096.1	2535528	2536929	-
PanBaRT20_chr1HG00115.1	chr1H_LR890096.1	2535561	2537104	+
PanBaRT20_chr1HG00116.1	chr1H_LR890096.1	2553033	2554437	-
PanBaRT20_chr1HG00117.1	chr1H_LR890096.1	2564005	2574521	.
PanBaRT20_chr1HG00118.1	chr1H_LR890096.1	2562580	2563468	-
PanBaRT20_chr1HG00119.1	chr1H_LR890096.1	2575911	2576606	+
PanBaRT20_chr1HG00120.1	chr1H_LR890096.1	2577003	2580483	-
PanBaRT20_chr1HG00121.1	chr1H_LR890096.1	2577007	2578371	+
PanBaRT20_chr1HG00122.1	chr1H_LR890096.1	2582508	2586544	-
PanBaRT20_chr1HG00127.1	chr1H_LR890096.1	2617362	2621142	-
PanBaRT20_chr1HG00128.1	chr1H_LR890096.1	2624411	2625124	-
PanBaRT20_chr1HG00129.1	chr1H_LR890096.1	2605312	2625124	.
PanBaRT20_chr1HG00130.1	chr1H_LR890096.1	2650778	2651531	-
PanBaRT20_chr1HG00131.1	chr1H_LR890096.1	2650941	2651502	+
PanBaRT20_chr1HG00132.1	chr1H_LR890096.1	2677126	2677938	-
PanBaRT20_chr1HG00133.1	chr1H_LR890096.1	2677267	2677880	+
PanBaRT20_chr1HG00134.1	chr1H_LR890096.1	2703911	2704178	+
PanBaRT20_chr1HG00135.1	chr1H_LR890096.1	2745355	2746714	-
PanBaRT20_chr1HG00136.1	chr1H_LR890096.1	2745441	2746541	+
PanBaRT20_chr1HG00137.1	chr1H_LR890096.1	2705206	2765169	.
PanBaRT20_chr1HG00138.1	chr1H_LR890096.1	2765170	2775506	+
PanBaRT20_chr1HG00139.1	chr1H_LR890096.1	2770717	2771338	-
PanBaRT20_chr1HG00140.1	chr1H_LR890096.1	2770764	2771321	+
PanBaRT20_chr1HG00141.1	chr1H_LR890096.1	2774223	2774460	-
PanBaRT20_chr1HG00142.1	chr1H_LR890096.1	2855838	2857072	+
PanBaRT20_chr1HG00143.1	chr1H_LR890096.1	2855838	2857213	-
PanBaRT20_chr1HG00144.1	chr1H_LR890096.1	2834880	2874080	.
PanBaRT20_chr1HG00145.1	chr1H_LR890096.1	2861917	2863208	-
PanBaRT20_chr1HG00146.1	chr1H_LR890096.1	2862214	2864372	+
PanBaRT20_chr1HG00147.1	chr1H_LR890096.1	2874081	2875407	+
PanBaRT20_chr1HG00148.1	chr1H_LR890096.1	2952215	2952501	-
PanBaRT20_chr1HG00149.1	chr1H_LR890096.1	2959168	2969931	+
PanBaRT20_chr1HG00150.1	chr1H_LR890096.1	2875408	2971081	.
PanBaRT20_chr1HG00151.1	chr1H_LR890096.1	2875408	2971081	.
PanBaRT20_chr1HG00152.1	chr1H_LR890096.1	2980023	2986954	+
PanBaRT20_chr1HG00153.1	chr1H_LR890096.1	3192134	3199174	.
PanBaRT20_chr1HG00154.1	chr1H_LR890096.1	3132792	3136042	+
PanBaRT20_chr1HG00155.1	chr1H_LR890096.1	3132908	3133159	-
PanBaRT20_chr1HG00156.1	chr1H_LR890096.1	3192134	3199157	-
PanBaRT20_chr1HG00157.1	chr1H_LR890096.1	3019654	3020250	.
PanBaRT20_chr1HG00158.1	chr1H_LR890096.1	3203351	3207774	-
PanBaRT20_chr1HG00159.1	chr1H_LR890096.1	3260544	3261440	-
PanBaRT20_chr1HG00160.1	chr1H_LR890096.1	3260544	3261440	.
PanBaRT20_chr1HG00161.1	chr1H_LR890096.1	3324899	3325726	.
PanBaRT20_chr1HG00162.1	chr1H_LR890096.1	3324899	3325726	-
PanBaRT20_chr1HG00163.1	chr1H_LR890096.1	3324899	3325378	+
PanBaRT20_chr1HG00164.1	chr1H_LR890096.1	3332442	3332637	+
PanBaRT20_chr1HG00165.1	chr1H_LR890096.1	3335272	3339572	.
PanBaRT20_chr1HG00166.1	chr1H_LR890096.1	3335272	3339572	-
PanBaRT20_chr1HG00167.1	chr1H_LR890096.1	3576852	3580707	-
PanBaRT20_chr1HG00168.1	chr1H_LR890096.1	3587972	3589029	-
PanBaRT20_chr1HG00169.1	chr1H_LR890096.1	3588509	3589029	+
PanBaRT20_chr1HG00170.1	chr1H_LR890096.1	3619197	3620593	-
PanBaRT20_chr1HG00171.1	chr1H_LR890096.1	3636585	3640287	-
PanBaRT20_chr1HG00172.1	chr1H_LR890096.1	3819703	3821178	+
PanBaRT20_chr1HG00173.1	chr1H_LR890096.1	3736034	3748365	+
PanBaRT20_chr1HG00174.1	chr1H_LR890096.1	3736034	3748365	+
PanBaRT20_chr1HG00175.1	chr1H_LR890096.1	3719941	3721114	+
PanBaRT20_chr1HG00176.1	chr1H_LR890096.1	3734860	3736033	+
PanBaRT20_chr1HG00177.1	chr1H_LR890096.1	3736034	3748365	+
PanBaRT20_chr1HG00178.1	chr1H_LR890096.1	3734860	3736033	+
PanBaRT20_chr1HG00179.1	chr1H_LR890096.1	3736034	3748365	+
PanBaRT20_chr1HG00180.1	chr1H_LR890096.1	3705388	3706834	+
PanBaRT20_chr1HG00181.1	chr1H_LR890096.1	4128252	4130578	-
PanBaRT20_chr1HG00182.1	chr1H_LR890096.1	3836101	3838328	+
PanBaRT20_chr1HG00183.1	chr1H_LR890096.1	4207096	4209264	+
PanBaRT20_chr1HG00184.1	chr1H_LR890096.1	3659589	3659888	-
PanBaRT20_chr1HG00185.1	chr1H_LR890096.1	3734860	3736033	+
PanBaRT20_chr1HG00186.1	chr1H_LR890096.1	3736034	3748365	+
PanBaRT20_chr1HG00187.1	chr1H_LR890096.1	4302769	4305343	.
PanBaRT20_chr1HG00188.1	chr1H_LR890096.1	4127748	4130555	-
PanBaRT20_chr1HG00189.1	chr1H_LR890096.1	413587	539355	.
PanBaRT20_chr1HG00190.1	chr1H_LR890096.1	3836460	3838376	-
PanBaRT20_chr1HG00191.1	chr1H_LR890096.1	4215225	4215614	-
PanBaRT20_chr1HG00192.1	chr1H_LR890096.1	4327955	4328462	+
PanBaRT20_chr1HG00193.1	chr1H_LR890096.1	4328967	4329215	+
PanBaRT20_chr1HG00194.1	chr1H_LR890096.1	4331866	4333462	-
PanBaRT20_chr1HG00195.1	chr1H_LR890096.1	4331866	4333462	-
PanBaRT20_chr1HG00196.1	chr1H_LR890096.1	4350661	4352507	-
PanBaRT20_chr1HG00197.1	chr1H_LR890096.1	4377635	4379445	-
PanBaRT20_chr1HG00198.1	chr1H_LR890096.1	4383440	4384384	-
PanBaRT20_chr1HG00199.1	chr1H_LR890096.1	4409810	4411065	+
PanBaRT20_chr1HG00200.1	chr1H_LR890096.1	4409810	4411075	-
PanBaRT20_chr1HG00201.1	chr1H_LR890096.1	4412086	4417014	-
PanBaRT20_chr1HG00202.1	chr1H_LR890096.1	4436045	4439288	+
PanBaRT20_chr1HG00203.1	chr1H_LR890096.1	4450881	4453238	+
PanBaRT20_chr1HG00204.1	chr1H_LR890096.1	4465467	4465775	-
PanBaRT20_chr1HG00205.1	chr1H_LR890096.1	4484750	4488572	-
PanBaRT20_chr1HG00206.1	chr1H_LR890096.1	4508848	4515528	+
PanBaRT20_chr1HG00207.1	chr1H_LR890096.1	4521843	4523999	+
PanBaRT20_chr1HG00208.1	chr1H_LR890096.1	4524000	4524510	+
PanBaRT20_chr1HG00209.1	chr1H_LR890096.1	4872169	4876910	-
PanBaRT20_chr1HG00210.1	chr1H_LR890096.1	4883526	4885095	-
PanBaRT20_chr1HG00211.1	chr1H_LR890096.1	4893804	4894708	+
PanBaRT20_chr1HG00212.1	chr1H_LR890096.1	4907564	4909532	+
PanBaRT20_chr1HG00213.1	chr1H_LR890096.1	4907564	4909543	-
PanBaRT20_chr1HG00214.1	chr1H_LR890096.1	4909938	4913639	-
PanBaRT20_chr1HG00215.1	chr1H_LR890096.1	4915134	4920356	+
PanBaRT20_chr1HG00216.1	chr1H_LR890096.1	4927631	4937358	-
PanBaRT20_chr1HG00217.1	chr1H_LR890096.1	4942091	4943625	-
PanBaRT20_chr1HG00218.1	chr1H_LR890096.1	4942091	4943602	+
PanBaRT20_chr1HG00219.1	chr1H_LR890096.1	5008978	5011488	+
PanBaRT20_chr1HG00220.1	chr1H_LR890096.1	5348288	5391942	.
PanBaRT20_chr1HG00221.1	chr1H_LR890096.1	5067152	5069771	+
PanBaRT20_chr1HG00222.1	chr1H_LR890096.1	5067352	5069794	-
PanBaRT20_chr1HG00223.1	chr1H_LR890096.1	5075230	5075986	-
PanBaRT20_chr1HG00224.1	chr1H_LR890096.1	5075230	5075915	+
PanBaRT20_chr1HG00225.1	chr1H_LR890096.1	5080842	5082410	+
PanBaRT20_chr1HG00226.1	chr1H_LR890096.1	5080842	5081989	-
PanBaRT20_chr1HG00227.1	chr1H_LR890096.1	5084234	5085725	+
PanBaRT20_chr1HG00228.1	chr1H_LR890096.1	5084384	5084982	-
PanBaRT20_chr1HG00229.1	chr1H_LR890096.1	5094356	5094767	-
PanBaRT20_chr1HG00230.1	chr1H_LR890096.1	5095543	5109506	-
PanBaRT20_chr1HG00231.1	chr1H_LR890096.1	5111508	5112843	-
PanBaRT20_chr1HG00232.1	chr1H_LR890096.1	5116093	5116655	+
PanBaRT20_chr1HG00233.1	chr1H_LR890096.1	5116093	5116655	-
PanBaRT20_chr1HG00234.1	chr1H_LR890096.1	5139979	5142736	+
PanBaRT20_chr1HG00235.1	chr1H_LR890096.1	5152328	5154076	+
PanBaRT20_chr1HG00236.1	chr1H_LR890096.1	5155543	5157210	+
PanBaRT20_chr1HG00237.1	chr1H_LR890096.1	5155543	5157210	-
PanBaRT20_chr1HG00238.1	chr1H_LR890096.1	5158104	5160592	+
PanBaRT20_chr1HG00239.1	chr1H_LR890096.1	5175259	5176128	-
PanBaRT20_chr1HG00240.1	chr1H_LR890096.1	5327365	5327751	-
PanBaRT20_chr1HG00241.1	chr1H_LR890096.1	5328653	5329475	-
PanBaRT20_chr1HG00242.1	chr1H_LR890096.1	5328892	5329489	+
PanBaRT20_chr1HG00243.1	chr1H_LR890096.1	5329711	5330448	+
PanBaRT20_chr1HG00244.1	chr1H_LR890096.1	5331664	5332808	+
PanBaRT20_chr1HG00245.1	chr1H_LR890096.1	5331806	5332326	-
PanBaRT20_chr1HG00246.1	chr1H_LR890096.1	5332994	5333919	-
PanBaRT20_chr1HG00247.1	chr1H_LR890096.1	5341121	5348287	-
PanBaRT20_chr1HG00248.1	chr1H_LR890096.1	5348537	5349100	-
PanBaRT20_chr1HG00249.1	chr1H_LR890096.1	5349449	5350891	+
PanBaRT20_chr1HG00250.1	chr1H_LR890096.1	5356659	5364358	+
PanBaRT20_chr1HG00251.1	chr1H_LR890096.1	5365213	5370535	-
PanBaRT20_chr1HG00252.1	chr1H_LR890096.1	5391943	5396772	+
PanBaRT20_chr1HG00253.1	chr1H_LR890096.1	5495137	5501701	+
PanBaRT20_chr1HG00254.1	chr1H_LR890096.1	5502299	5503639	+
PanBaRT20_chr1HG00255.1	chr1H_LR890096.1	5502299	5503663	-
PanBaRT20_chr1HG00256.1	chr1H_LR890096.1	5520201	5520752	-
PanBaRT20_chr1HG00257.1	chr1H_LR890096.1	5547755	5548020	-
PanBaRT20_chr1HG00258.1	chr1H_LR890096.1	5549238	5549558	-
PanBaRT20_chr1HG00259.1	chr1H_LR890096.1	5550325	5550561	+
PanBaRT20_chr1HG00260.1	chr1H_LR890096.1	5550702	5551041	+
PanBaRT20_chr1HG00261.1	chr1H_LR890096.1	5553599	5554249	+
PanBaRT20_chr1HG00262.1	chr1H_LR890096.1	5631301	5632002	-
PanBaRT20_chr1HG00263.1	chr1H_LR890096.1	5646756	5651192	+
PanBaRT20_chr1HG00264.1	chr1H_LR890096.1	5646756	5647143	-
PanBaRT20_chr1HG00265.1	chr1H_LR890096.1	5656266	5656559	+
PanBaRT20_chr1HG00266.1	chr1H_LR890096.1	5658837	5659140	-
PanBaRT20_chr1HG00267.1	chr1H_LR890096.1	5661966	5663453	+
PanBaRT20_chr1HG00268.1	chr1H_LR890096.1	24711861	24712134	-
PanBaRT20_chr1HG00269.1	chr1H_LR890096.1	5683757	5684538	+
PanBaRT20_chr1HG00270.1	chr1H_LR890096.1	5694036	5698346	-
PanBaRT20_chr1HG00271.1	chr1H_LR890096.1	5694036	5698346	+
PanBaRT20_chr1HG00272.1	chr1H_LR890096.1	5704000	5708872	-
PanBaRT20_chr1HG00273.1	chr1H_LR890096.1	5711715	5713472	+
PanBaRT20_chr1HG00274.1	chr1H_LR890096.1	5716511	5718523	-
PanBaRT20_chr1HG00275.1	chr1H_LR890096.1	5727221	5728047	-
PanBaRT20_chr1HG00276.1	chr1H_LR890096.1	5749821	5752339	-
PanBaRT20_chr1HG00277.1	chr1H_LR890096.1	5755751	5758190	-
PanBaRT20_chr1HG00278.1	chr1H_LR890096.1	5767392	5770657	-
PanBaRT20_chr1HG00279.1	chr1H_LR890096.1	5791397	5794210	+
PanBaRT20_chr1HG00280.1	chr1H_LR890096.1	5791477	5794210	-
PanBaRT20_chr1HG00281.1	chr1H_LR890096.1	5777874	5778855	-
PanBaRT20_chr1HG00282.1	chr1H_LR890096.1	5791397	5794210	+
PanBaRT20_chr1HG00283.1	chr1H_LR890096.1	5749821	5752339	-
PanBaRT20_chr1HG00284.1	chr1H_LR890096.1	5839570	5845282	-
PanBaRT20_chr1HG00285.1	chr1H_LR890096.1	5848534	5858196	-
PanBaRT20_chr1HG00286.1	chr1H_LR890096.1	5853173	5853474	-
PanBaRT20_chr1HG00287.1	chr1H_LR890096.1	5881373	5882692	+
PanBaRT20_chr1HG00288.1	chr1H_LR890096.1	5881377	5882692	-
PanBaRT20_chr1HG00289.1	chr1H_LR890096.1	5894693	5895685	+
PanBaRT20_chr1HG00290.1	chr1H_LR890096.1	5918012	5928975	-
PanBaRT20_chr1HG00291.1	chr1H_LR890096.1	5944995	5946538	+
PanBaRT20_chr1HG00292.1	chr1H_LR890096.1	5944995	5946554	-
PanBaRT20_chr1HG00293.1	chr1H_LR890096.1	5950364	5950685	-
PanBaRT20_chr1HG00294.1	chr1H_LR890096.1	5960261	5962126	-
PanBaRT20_chr1HG00295.1	chr1H_LR890096.1	5968101	5970617	+
PanBaRT20_chr1HG00296.1	chr1H_LR890096.1	5972943	5974567	+
PanBaRT20_chr1HG00297.1	chr1H_LR890096.1	5973079	5974565	-
PanBaRT20_chr1HG00298.1	chr1H_LR890096.1	5980744	5982954	+
PanBaRT20_chr1HG00299.1	chr1H_LR890096.1	6053483	6059540	-
PanBaRT20_chr1HG00300.1	chr1H_LR890096.1	6142235	6145606	+
PanBaRT20_chr1HG00301.1	chr1H_LR890096.1	6145880	6148385	-
PanBaRT20_chr1HG00302.1	chr1H_LR890096.1	6151265	6157784	+
PanBaRT20_chr1HG00303.1	chr1H_LR890096.1	6243305	6245423	-
PanBaRT20_chr1HG00304.1	chr1H_LR890096.1	6243773	6245513	+
PanBaRT20_chr1HG00305.1	chr1H_LR890096.1	6246928	6247133	-
PanBaRT20_chr1HG00306.1	chr1H_LR890096.1	6248066	6248281	+
PanBaRT20_chr1HG00307.1	chr1H_LR890096.1	6248420	6248702	-
PanBaRT20_chr1HG00308.1	chr1H_LR890096.1	6278996	6283271	-
PanBaRT20_chr1HG00309.1	chr1H_LR890096.1	6298133	6300185	-
PanBaRT20_chr1HG00310.1	chr1H_LR890096.1	6668508	6669219	-
PanBaRT20_chr1HG00311.1	chr1H_LR890096.1	6684668	6692035	-
PanBaRT20_chr1HG00312.1	chr1H_LR890096.1	6692667	6694106	+
PanBaRT20_chr1HG00313.1	chr1H_LR890096.1	6695881	6697565	+
PanBaRT20_chr1HG00314.1	chr1H_LR890096.1	6698673	6706333	-
PanBaRT20_chr1HG00315.1	chr3H_LR890098.1	337595362	337595641	-
PanBaRT20_chr1HG00316.1	chr1H_LR890096.1	6745005	6752802	-
PanBaRT20_chr1HG00317.1	chr1H_LR890096.1	6745005	6745765	+
PanBaRT20_chr1HG00318.1	chr1H_LR890096.1	6755469	6756730	+
PanBaRT20_chr1HG00319.1	chr1H_LR890096.1	6755469	6757255	-
PanBaRT20_chr1HG00320.1	chr3H_LR890098.1	585294774	585295079	+
PanBaRT20_chr1HG00321.1	chr3H_LR890098.1	603802023	603802305	+
PanBaRT20_chr1HG00322.1	chr1H_LR890096.1	6787041	6788808	+
PanBaRT20_chr1HG00323.1	chr1H_LR890096.1	6791152	6791575	+
PanBaRT20_chr1HG00324.1	chr1H_LR890096.1	6809542	6812297	-
PanBaRT20_chr1HG00325.1	chr1H_LR890096.1	6812478	6813547	+
PanBaRT20_chr1HG00326.1	chr1H_LR890096.1	6825547	6825750	-
PanBaRT20_chr1HG00327.1	chr1H_LR890096.1	6829572	6831953	+
PanBaRT20_chr1HG00328.1	chr1H_LR890096.1	6870549	6871308	-
PanBaRT20_chr1HG00329.1	chr1H_LR890096.1	6885989	6886645	-
PanBaRT20_chr1HG00330.1	chr1H_LR890096.1	6892310	6906190	+
PanBaRT20_chr1HG00331.1	chr1H_LR890096.1	6901773	6904264	-
PanBaRT20_chr1HG00332.1	chr1H_LR890096.1	6930088	6938798	+
PanBaRT20_chr1HG00333.1	chr1H_LR890096.1	6937464	6937822	+
PanBaRT20_chr1HG00334.1	chr1H_LR890096.1	6937464	6937822	+
PanBaRT20_chr1HG00335.1	chr1H_LR890096.1	6930088	6938798	.
PanBaRT20_chr1HG00336.1	chr1H_LR890096.1	6978204	6981947	+
PanBaRT20_chr1HG00337.1	chr1H_LR890096.1	7031208	7035161	+
PanBaRT20_chr1HG00338.1	chr1H_LR890096.1	7097113	7101052	+
PanBaRT20_chr1HG00339.1	chr1H_LR890096.1	7173018	7180106	-
PanBaRT20_chr1HG00340.1	chr1H_LR890096.1	7173028	7175448	-
PanBaRT20_chr1HG00341.1	chr1H_LR890096.1	7252051	7255659	+
PanBaRT20_chr1HG00342.1	chr1H_LR890096.1	7252051	7255659	+
PanBaRT20_chr1HG00343.1	chr1H_LR890096.1	7252051	7255659	+
PanBaRT20_chr1HG00344.1	chr1H_LR890096.1	7185657	7185983	+
PanBaRT20_chr1HG00345.1	chr1H_LR890096.1	7185815	7186154	+
PanBaRT20_chr1HG00346.1	chr1H_LR890096.1	7252051	7255659	+
PanBaRT20_chr1HG00347.1	chr1H_LR890096.1	7254715	7255659	+
PanBaRT20_chr1HG00348.1	chr1H_LR890096.1	7252051	7255659	+
PanBaRT20_chr1HG00349.1	chr1H_LR890096.1	7252051	7255659	+
PanBaRT20_chr1HG00350.1	chr1H_LR890096.1	7252051	7255659	+
PanBaRT20_chr1HG00351.1	chr1H_LR890096.1	7566833	7568605	+
PanBaRT20_chr1HG00352.1	chr1H_LR890096.1	7573404	7583024	-
PanBaRT20_chr1HG00353.1	chr1H_LR890096.1	7599717	7601555	+
PanBaRT20_chr1HG00354.1	chr1H_LR890096.1	7603398	7603692	+
PanBaRT20_chr1HG00355.1	chr1H_LR890096.1	7633106	7635082	-
