HORVU.MOREX.r3.1HG0000730	chr1H_LR890096.1	1820956	1824583	-	No	No
HORVU.MOREX.r3.1HG0000780	chr1H_LR890096.1	1842929	1845278	+	No	No
HORVU.MOREX.r3.1HG0000800	chr1H_LR890096.1	1917886	1918803	+	No	No
HORVU.MOREX.r3.1HG0000810	chr1H_LR890096.1	2061272	2062303	+	No	No
HORVU.MOREX.r3.1HG0000850	chr1H_LR890096.1	2083156	2086559	+	No	No
HORVU.MOREX.r3.1HG0000870	chr1H_LR890096.1	2100234	2101977	+	No	No
HORVU.MOREX.r3.1HG0000880	chr1H_LR890096.1	2105889	2106453	+	No	No
HORVU.MOREX.r3.1HG0000950	chr1H_LR890096.1	2262516	2269336	-	No	No
HORVU.MOREX.r3.1HG0000990	chr1H_LR890096.1	2301095	2305883	+	No	No
HORVU.MOREX.r3.1HG0001010	chr1H_LR890096.1	2321790	2326362	+	No	No
HORVU.MOREX.r3.1HG0001020	chr1H_LR890096.1	2358479	2362796	+	No	No
HORVU.MOREX.r3.1HG0001030	chr1H_LR890096.1	2389468	2394114	-	No	No
HORVU.MOREX.r3.1HG0001050	chr1H_LR890096.1	2497979	2499050	-	No	No
HORVU.MOREX.r3.1HG0001070	chr1H_LR890096.1	2511942	2512358	-	No	No
HORVU.MOREX.r3.1HG0001100	chr1H_LR890096.1	2564005	2564421	-	No	No
HORVU.MOREX.r3.1HG0001110	chr1H_LR890096.1	2574522	2575037	-	No	No
HORVU.MOREX.r3.1HG0001120	chr1H_LR890096.1	2577003	2580483	-	No	No
HORVU.MOREX.r3.1HG0001130	chr1H_LR890096.1	2582508	2586544	-	No	No
HORVU.MOREX.r3.1HG0001140	chr1H_LR890096.1	2588537	2589323	-	No	No
HORVU.MOREX.r3.1HG0001150	chr1H_LR890096.1	2603983	2605311	-	No	No
HORVU.MOREX.r3.1HG0001180	chr1H_LR890096.1	2624873	2625124	-	No	No
HORVU.MOREX.r3.1HG0001190	chr1H_LR890096.1	2658716	2659869	+	No	No
HORVU.MOREX.r3.1HG0001210	chr1H_LR890096.1	2703911	2705205	+	No	No
HORVU.MOREX.r3.1HG0001220	chr1H_LR890096.1	2765170	2765589	+	No	No
HORVU.MOREX.r3.1HG0001230	chr1H_LR890096.1	2775507	2776400	+	No	No
HORVU.MOREX.r3.1HG0001250	chr1H_LR890096.1	2784441	2787658	+	No	No
HORVU.MOREX.r3.1HG0001260	chr1H_LR890096.1	2823369	2823862	-	No	No
HORVU.MOREX.r3.1HG0001270	chr1H_LR890096.1	2832554	2834879	+	No	No
HORVU.MOREX.r3.1HG0001280	chr1H_LR890096.1	2874081	2875407	+	No	No
HORVU.MOREX.r3.1HG0001330	chr1H_LR890096.1	2971082	2971501	+	No	No
HORVU.MOREX.r3.1HG0001350	chr1H_LR890096.1	3019654	3020250	-	No	No
HORVU.MOREX.r3.1HG0001400	chr1H_LR890096.1	3192134	3199174	-	No	No
HORVU.MOREX.r3.1HG0001410	chr1H_LR890096.1	3203351	3207774	-	No	No
HORVU.MOREX.r3.1HG0001420	chr1H_LR890096.1	3260544	3261440	+	No	No
HORVU.MOREX.r3.1HG0001430	chr1H_LR890096.1	3303582	3303986	+	No	No
HORVU.MOREX.r3.1HG0001450	chr1H_LR890096.1	3324899	3325726	-	No	No
HORVU.MOREX.r3.1HG0001460	chr1H_LR890096.1	3335272	3339572	-	No	No
HORVU.MOREX.r3.1HG0001470	chr1H_LR890096.1	3576852	3580707	-	No	No
HORVU.MOREX.r3.1HG0001480	chr1H_LR890096.1	3588727	3589029	-	No	No
HORVU.MOREX.r3.1HG0001490	chr1H_LR890096.1	3599276	3599769	+	No	No
HORVU.MOREX.r3.1HG0001510	chr1H_LR890096.1	3636585	3640287	-	No	No
HORVU.MOREX.r3.1HG0001530	chr1H_LR890096.1	3662978	3664675	+	No	No
HORVU.MOREX.r3.1HG0001540	chr1H_LR890096.1	3668497	3669875	+	No	No
HORVU.MOREX.r3.1HG0001550	chr1H_LR890096.1	3690462	3691635	+	No	No
HORVU.MOREX.r3.1HG0001560	chr1H_LR890096.1	3705388	3706834	+	No	No
HORVU.MOREX.r3.1HG0001570	chr1H_LR890096.1	3719941	3721114	+	No	No
HORVU.MOREX.r3.1HG0001580	chr1H_LR890096.1	3734860	3736033	+	No	No
HORVU.MOREX.r3.1HG0001590	chr1H_LR890096.1	3748366	3749539	+	No	No
HORVU.MOREX.r3.1HG0001600	chr1H_LR890096.1	3763109	3764086	+	No	No
HORVU.MOREX.r3.1HG0001610	chr1H_LR890096.1	3777835	3779008	+	No	No
HORVU.MOREX.r3.1HG0001620	chr1H_LR890096.1	3792417	3793590	+	No	No
HORVU.MOREX.r3.1HG0001630	chr1H_LR890096.1	3812084	3813257	+	No	No
HORVU.MOREX.r3.1HG0001640	chr1H_LR890096.1	3824906	3826284	+	No	No
HORVU.MOREX.r3.1HG0001650	chr1H_LR890096.1	3826892	3829247	-	No	No
HORVU.MOREX.r3.1HG0001660	chr1H_LR890096.1	3829914	3833421	+	No	No
HORVU.MOREX.r3.1HG0001670	chr1H_LR890096.1	3833434	3834168	+	No	No
HORVU.MOREX.r3.1HG0001690	chr1H_LR890096.1	3914908	3918194	-	No	No
HORVU.MOREX.r3.1HG0001700	chr1H_LR890096.1	3918699	3921273	+	No	No
HORVU.MOREX.r3.1HG0001720	chr1H_LR890096.1	4006789	4010075	-	No	No
HORVU.MOREX.r3.1HG0001730	chr1H_LR890096.1	4010580	4013154	+	No	No
HORVU.MOREX.r3.1HG0001750	chr1H_LR890096.1	4048070	4049448	+	No	No
HORVU.MOREX.r3.1HG0001760	chr1H_LR890096.1	4070036	4071209	+	No	No
HORVU.MOREX.r3.1HG0001770	chr1H_LR890096.1	4084612	4085785	+	No	No
HORVU.MOREX.r3.1HG0001780	chr1H_LR890096.1	4104282	4105455	+	No	No
HORVU.MOREX.r3.1HG0001790	chr1H_LR890096.1	4117133	4118511	+	No	No
HORVU.MOREX.r3.1HG0001800	chr1H_LR890096.1	4119119	4121475	-	No	No
HORVU.MOREX.r3.1HG0001810	chr1H_LR890096.1	4122142	4125649	+	No	No
HORVU.MOREX.r3.1HG0001820	chr1H_LR890096.1	4125662	4126396	+	No	No
HORVU.MOREX.r3.1HG0001840	chr1H_LR890096.1	4207096	4210382	-	No	No
HORVU.MOREX.r3.1HG0001850	chr1H_LR890096.1	4210887	4213461	+	No	No
HORVU.MOREX.r3.1HG0001880	chr1H_LR890096.1	4298978	4302264	-	No	No
HORVU.MOREX.r3.1HG0001890	chr1H_LR890096.1	4302769	4305343	+	No	No
HORVU.MOREX.r3.1HG0001910	chr1H_LR890096.1	4323352	4325532	-	No	No
HORVU.MOREX.r3.1HG0001920	chr1H_LR890096.1	4331866	4333462	-	No	No
HORVU.MOREX.r3.1HG0001930	chr1H_LR890096.1	4334488	4336023	-	No	No
HORVU.MOREX.r3.1HG0001940	chr1H_LR890096.1	4341158	4342663	-	No	No
HORVU.MOREX.r3.1HG0001950	chr1H_LR890096.1	4343754	4345241	-	No	No
HORVU.MOREX.r3.1HG0001980	chr1H_LR890096.1	4377635	4379445	-	No	No
HORVU.MOREX.r3.1HG0001990	chr1H_LR890096.1	4383440	4384384	-	No	No
HORVU.MOREX.r3.1HG0002010	chr1H_LR890096.1	4406872	4407078	-	No	No
HORVU.MOREX.r3.1HG0002020	chr1H_LR890096.1	4409810	4411100	-	No	No
HORVU.MOREX.r3.1HG0002040	chr1H_LR890096.1	4417015	4417801	-	No	No
HORVU.MOREX.r3.1HG0002050	chr1H_LR890096.1	4424169	4424558	-	No	No
HORVU.MOREX.r3.1HG0002060	chr1H_LR890096.1	4424872	4426265	-	No	No
HORVU.MOREX.r3.1HG0002080	chr1H_LR890096.1	4436045	4438890	+	No	No
HORVU.MOREX.r3.1HG0002090	chr1H_LR890096.1	4439091	4439288	+	No	No
HORVU.MOREX.r3.1HG0002100	chr1H_LR890096.1	4450881	4453238	+	No	No
HORVU.MOREX.r3.1HG0002130	chr1H_LR890096.1	4484748	4488572	-	No	No
HORVU.MOREX.r3.1HG0002140	chr1H_LR890096.1	4491885	4492355	+	No	No
HORVU.MOREX.r3.1HG0002160	chr1H_LR890096.1	4508848	4515528	+	No	No
HORVU.MOREX.r3.1HG0002170	chr1H_LR890096.1	4521247	4521798	+	No	No
HORVU.MOREX.r3.1HG0002180	chr1H_LR890096.1	4521843	4523999	+	No	No
HORVU.MOREX.r3.1HG0002190	chr1H_LR890096.1	4524274	4524510	+	No	No
HORVU.MOREX.r3.1HG0002200	chr1H_LR890096.1	4575633	4576247	+	No	No
HORVU.MOREX.r3.1HG0002210	chr1H_LR890096.1	4576522	4576758	+	No	No
HORVU.MOREX.r3.1HG0002220	chr1H_LR890096.1	4825399	4825635	+	No	No
HORVU.MOREX.r3.1HG0002230	chr1H_LR890096.1	4858027	4858224	-	No	No
HORVU.MOREX.r3.1HG0002260	chr1H_LR890096.1	4883526	4885095	-	No	No
HORVU.MOREX.r3.1HG0002280	chr1H_LR890096.1	4889937	4891855	-	No	No
HORVU.MOREX.r3.1HG0002320	chr1H_LR890096.1	4907564	4909543	+	No	No
HORVU.MOREX.r3.1HG0002330	chr1H_LR890096.1	4909938	4913639	-	No	No
HORVU.MOREX.r3.1HG0002340	chr1H_LR890096.1	4915134	4920356	+	No	No
HORVU.MOREX.r3.1HG0002350	chr1H_LR890096.1	4920810	4921547	+	No	No
HORVU.MOREX.r3.1HG0002380	chr1H_LR890096.1	4942091	4943625	+	No	No
HORVU.MOREX.r3.1HG0002390	chr1H_LR890096.1	4967753	4969166	-	No	No
HORVU.MOREX.r3.1HG0002400	chr1H_LR890096.1	5005376	5006789	-	No	No
HORVU.MOREX.r3.1HG0002410	chr1H_LR890096.1	5008978	5011488	+	No	No
HORVU.MOREX.r3.1HG0002440	chr1H_LR890096.1	5058337	5060868	+	No	No
HORVU.MOREX.r3.1HG0002450	chr1H_LR890096.1	5067152	5069794	+	No	No
HORVU.MOREX.r3.1HG0002470	chr1H_LR890096.1	5075230	5075986	+	No	No
HORVU.MOREX.r3.1HG0002500	chr1H_LR890096.1	5080842	5082410	+	No	No
HORVU.MOREX.r3.1HG0002510	chr1H_LR890096.1	5095543	5109506	-	No	No
HORVU.MOREX.r3.1HG0002520	chr1H_LR890096.1	5111508	5112843	-	No	No
HORVU.MOREX.r3.1HG0002530	chr1H_LR890096.1	5116093	5116655	-	No	No
HORVU.MOREX.r3.1HG0002560	chr1H_LR890096.1	5139979	5142736	+	No	No
HORVU.MOREX.r3.1HG0002570	chr1H_LR890096.1	5152328	5154076	+	No	No
HORVU.MOREX.r3.1HG0002580	chr1H_LR890096.1	5158104	5160592	+	No	No
HORVU.MOREX.r3.1HG0002590	chr1H_LR890096.1	5341121	5348287	-	No	No
HORVU.MOREX.r3.1HG0002630	chr1H_LR890096.1	5391943	5396772	+	No	No
HORVU.MOREX.r3.1HG0002640	chr1H_LR890096.1	5452156	5453418	-	No	No
HORVU.MOREX.r3.1HG0002660	chr1H_LR890096.1	5495137	5501701	+	No	No
HORVU.MOREX.r3.1HG0002670	chr1H_LR890096.1	5502299	5503663	+	No	No
HORVU.MOREX.r3.1HG0002680	chr1H_LR890096.1	5505598	5506682	-	No	No
HORVU.MOREX.r3.1HG0002690	chr1H_LR890096.1	5507091	5508170	-	No	No
HORVU.MOREX.r3.1HG0002750	chr1H_LR890096.1	5520201	5520752	-	No	No
HORVU.MOREX.r3.1HG0002770	chr1H_LR890096.1	5631301	5632002	-	No	No
HORVU.MOREX.r3.1HG0002800	chr1H_LR890096.1	5646756	5651192	+	No	No
HORVU.MOREX.r3.1HG0002810	chr1H_LR890096.1	5661966	5663453	+	No	No
HORVU.MOREX.r3.1HG0002820	chr1H_LR890096.1	5683757	5684538	+	No	No
HORVU.MOREX.r3.1HG0002830	chr1H_LR890096.1	5691018	5693589	-	No	No
HORVU.MOREX.r3.1HG0002840	chr1H_LR890096.1	5694036	5698346	+	No	No
HORVU.MOREX.r3.1HG0002850	chr1H_LR890096.1	5700829	5701715	-	No	No
HORVU.MOREX.r3.1HG0002860	chr1H_LR890096.1	5704000	5708872	-	No	No
HORVU.MOREX.r3.1HG0002870	chr1H_LR890096.1	5710783	5714227	-	No	No
HORVU.MOREX.r3.1HG0002880	chr1H_LR890096.1	5716511	5718523	-	No	No
HORVU.MOREX.r3.1HG0002890	chr1H_LR890096.1	5722869	5725586	-	No	No
HORVU.MOREX.r3.1HG0002910	chr1H_LR890096.1	5749821	5752339	-	No	No
HORVU.MOREX.r3.1HG0002920	chr1H_LR890096.1	5754051	5755507	+	No	No
HORVU.MOREX.r3.1HG0002940	chr1H_LR890096.1	5758191	5759633	-	No	No
HORVU.MOREX.r3.1HG0002950	chr1H_LR890096.1	5759868	5760962	-	No	No
HORVU.MOREX.r3.1HG0002960	chr1H_LR890096.1	5767392	5770657	-	No	No
HORVU.MOREX.r3.1HG0002980	chr1H_LR890096.1	5791397	5794210	-	No	No
HORVU.MOREX.r3.1HG0002990	chr1H_LR890096.1	5794787	5797378	+	No	No
HORVU.MOREX.r3.1HG0003000	chr1H_LR890096.1	5800064	5801506	-	No	No
HORVU.MOREX.r3.1HG0003010	chr1H_LR890096.1	5801741	5802835	-	No	No
HORVU.MOREX.r3.1HG0003030	chr1H_LR890096.1	5833270	5834530	-	No	No
HORVU.MOREX.r3.1HG0003040	chr1H_LR890096.1	5836660	5839251	+	No	No
HORVU.MOREX.r3.1HG0003050	chr1H_LR890096.1	5881373	5882692	+	No	No
HORVU.MOREX.r3.1HG0003060	chr1H_LR890096.1	5894693	5895685	+	No	No
HORVU.MOREX.r3.1HG0003070	chr1H_LR890096.1	5897382	5899214	+	No	No
HORVU.MOREX.r3.1HG0003080	chr1H_LR890096.1	5918012	5928975	-	No	No
HORVU.MOREX.r3.1HG0003090	chr1H_LR890096.1	5944995	5974567	+	No	No
HORVU.MOREX.r3.1HG0003100	chr1H_LR890096.1	5950627	5961194	-	No	No
HORVU.MOREX.r3.1HG0003110	chr1H_LR890096.1	5968162	5970519	+	No	No
HORVU.MOREX.r3.1HG0003120	chr1H_LR890096.1	5980744	5982954	+	No	No
HORVU.MOREX.r3.1HG0003130	chr1H_LR890096.1	6053483	6059540	-	No	No
HORVU.MOREX.r3.1HG0003140	chr1H_LR890096.1	6142235	6145606	+	No	No
HORVU.MOREX.r3.1HG0003150	chr1H_LR890096.1	6145972	6148385	-	No	No
HORVU.MOREX.r3.1HG0003160	chr1H_LR890096.1	6151265	6157784	+	No	No
HORVU.MOREX.r3.1HG0003170	chr1H_LR890096.1	6213763	6214055	+	No	No
HORVU.MOREX.r3.1HG0003180	chr1H_LR890096.1	6247206	6248702	-	No	No
HORVU.MOREX.r3.1HG0003200	chr1H_LR890096.1	6275984	6276736	-	No	No
HORVU.MOREX.r3.1HG0003210	chr1H_LR890096.1	6278996	6288427	-	No	No
HORVU.MOREX.r3.1HG0003220	chr1H_LR890096.1	6296831	6298132	-	No	No
HORVU.MOREX.r3.1HG0003230	chr1H_LR890096.1	6300235	6306834	-	No	No
HORVU.MOREX.r3.1HG0003240	chr1H_LR890096.1	6478360	6479033	+	No	No
HORVU.MOREX.r3.1HG0003260	chr1H_LR890096.1	6684668	6692035	-	No	No
HORVU.MOREX.r3.1HG0003270	chr1H_LR890096.1	6695881	6697565	+	No	No
HORVU.MOREX.r3.1HG0003280	chr1H_LR890096.1	6698673	6706333	-	No	No
HORVU.MOREX.r3.1HG0003290	chr1H_LR890096.1	6745005	6752823	-	No	No
HORVU.MOREX.r3.1HG0003300	chr1H_LR890096.1	6755469	6757255	-	No	No
HORVU.MOREX.r3.1HG0003310	chr1H_LR890096.1	6787041	6788808	+	No	No
HORVU.MOREX.r3.1HG0003380	chr1H_LR890096.1	6881481	6882105	+	No	No
HORVU.MOREX.r3.1HG0003390	chr1H_LR890096.1	6892310	6906190	+	No	No
HORVU.MOREX.r3.1HG0003410	chr1H_LR890096.1	6930088	6938798	+	No	No
HORVU.MOREX.r3.1HG0003430	chr1H_LR890096.1	6978204	6982039	+	No	No
HORVU.MOREX.r3.1HG0003440	chr1H_LR890096.1	7031208	7035161	+	No	No
HORVU.MOREX.r3.1HG0003450	chr1H_LR890096.1	7097113	7101052	+	No	No
HORVU.MOREX.r3.1HG0003470	chr1H_LR890096.1	7182710	7184886	+	No	No
HORVU.MOREX.r3.1HG0003490	chr1H_LR890096.1	7252051	7255659	+	No	No
HORVU.MOREX.r3.1HG0003520	chr1H_LR890096.1	7285171	7288779	+	No	No
HORVU.MOREX.r3.1HG0003550	chr1H_LR890096.1	7301728	7305336	+	No	No
HORVU.MOREX.r3.1HG0003580	chr1H_LR890096.1	7368378	7370554	+	No	No
HORVU.MOREX.r3.1HG0003590	chr1H_LR890096.1	7460640	7464248	+	No	No
HORVU.MOREX.r3.1HG0003600	chr1H_LR890096.1	7477205	7480813	+	No	No
HORVU.MOREX.r3.1HG0003610	chr1H_LR890096.1	7566833	7568605	+	No	No
HORVU.MOREX.r3.1HG0003620	chr1H_LR890096.1	7573404	7583024	-	No	No
HORVU.MOREX.r3.1HG0003630	chr1H_LR890096.1	7599717	7601555	+	No	No
HORVU.MOREX.r3.1HG0003650	chr1H_LR890096.1	7633106	7635082	-	No	No
HORVU.MOREX.r3.1HG0003660	chr1H_LR890096.1	7639773	7652128	-	No	No
HORVU.MOREX.r3.1HG0003690	chr1H_LR890096.1	7762537	7773612	+	No	No
HORVU.MOREX.r3.1HG0003700	chr1H_LR890096.1	7841984	7852704	+	No	No
HORVU.MOREX.r3.1HG0003710	chr1H_LR890096.1	7857468	7859177	-	No	No
HORVU.MOREX.r3.1HG0003720	chr1H_LR890096.1	7878089	7881537	+	No	No
HORVU.MOREX.r3.1HG0003780	chr1H_LR890096.1	8052823	8054943	+	No	No
HORVU.MOREX.r3.1HG0003800	chr1H_LR890096.1	8103626	8104860	-	No	No
HORVU.MOREX.r3.1HG0003810	chr1H_LR890096.1	8131811	8133241	-	No	No
HORVU.MOREX.r3.1HG0003820	chr1H_LR890096.1	8209951	8218139	+	No	No
HORVU.MOREX.r3.1HG0003860	chr1H_LR890096.1	8315499	8320178	+	No	No
HORVU.MOREX.r3.1HG0003870	chr1H_LR890096.1	8320544	8320891	+	No	No
HORVU.MOREX.r3.1HG0003890	chr1H_LR890096.1	8353366	8355531	+	No	No
HORVU.MOREX.r3.1HG0003900	chr1H_LR890096.1	8355574	8360530	-	No	No
HORVU.MOREX.r3.1HG0003910	chr1H_LR890096.1	8375050	8375793	-	No	No
HORVU.MOREX.r3.1HG0003920	chr1H_LR890096.1	8503960	8504157	+	No	No
HORVU.MOREX.r3.1HG0003950	chr1H_LR890096.1	8529506	8534412	-	No	No
HORVU.MOREX.r3.1HG0003970	chr1H_LR890096.1	8559444	8560040	-	No	No
HORVU.MOREX.r3.1HG0003980	chr1H_LR890096.1	8560802	8566078	+	No	No
HORVU.MOREX.r3.1HG0003990	chr1H_LR890096.1	8566909	8569838	+	No	No
HORVU.MOREX.r3.1HG0004000	chr1H_LR890096.1	8569936	8571106	+	No	No
HORVU.MOREX.r3.1HG0004020	chr1H_LR890096.1	8596238	8597031	+	No	No
HORVU.MOREX.r3.1HG0004030	chr1H_LR890096.1	8607211	8613767	-	No	No
HORVU.MOREX.r3.1HG0004060	chr1H_LR890096.1	8701572	8703842	-	No	No
HORVU.MOREX.r3.1HG0004110	chr1H_LR890096.1	8866276	8866578	-	No	No
HORVU.MOREX.r3.1HG0004130	chr1H_LR890096.1	8869427	8871028	-	No	No
HORVU.MOREX.r3.1HG0004150	chr1H_LR890096.1	8874494	8879852	-	No	No
HORVU.MOREX.r3.1HG0004160	chr1H_LR890096.1	8888551	8893521	+	No	No
HORVU.MOREX.r3.1HG0004210	chr1H_LR890096.1	8934524	8936596	+	No	No
HORVU.MOREX.r3.1HG0004220	chr1H_LR890096.1	8937486	8938841	+	No	No
HORVU.MOREX.r3.1HG0004230	chr1H_LR890096.1	8949406	8953478	+	No	No
HORVU.MOREX.r3.1HG0004240	chr1H_LR890096.1	8999026	9000759	+	No	No
HORVU.MOREX.r3.1HG0004250	chr1H_LR890096.1	9031877	9032581	-	No	No
HORVU.MOREX.r3.1HG0004260	chr1H_LR890096.1	9048699	9050433	+	No	No
HORVU.MOREX.r3.1HG0004270	chr1H_LR890096.1	9058448	9060236	-	No	No
HORVU.MOREX.r3.1HG0004280	chr1H_LR890096.1	9112595	9116319	+	No	No
HORVU.MOREX.r3.1HG0004290	chr1H_LR890096.1	9112788	9113012	+	No	No
HORVU.MOREX.r3.1HG0004300	chr1H_LR890096.1	9121394	9125711	-	No	No
HORVU.MOREX.r3.1HG0004310	chr1H_LR890096.1	9126450	9126668	-	No	No
HORVU.MOREX.r3.1HG0004320	chr1H_LR890096.1	9128928	9129182	-	No	No
HORVU.MOREX.r3.1HG0004340	chr1H_LR890096.1	9143130	9147896	+	No	No
HORVU.MOREX.r3.1HG0004350	chr1H_LR890096.1	9147982	9148724	+	No	No
HORVU.MOREX.r3.1HG0004370	chr1H_LR890096.1	9208362	9211854	-	No	No
HORVU.MOREX.r3.1HG0004380	chr1H_LR890096.1	9211942	9216245	-	No	No
HORVU.MOREX.r3.1HG0004410	chr1H_LR890096.1	9227804	9230174	+	No	No
HORVU.MOREX.r3.1HG0004440	chr1H_LR890096.1	9232835	9234249	+	No	No
HORVU.MOREX.r3.1HG0004450	chr1H_LR890096.1	9248078	9251570	-	No	No
HORVU.MOREX.r3.1HG0004460	chr1H_LR890096.1	9251658	9255928	-	No	No
HORVU.MOREX.r3.1HG0004490	chr1H_LR890096.1	9267523	9269893	+	No	No
HORVU.MOREX.r3.1HG0004520	chr1H_LR890096.1	9272554	9273968	+	No	No
HORVU.MOREX.r3.1HG0004540	chr1H_LR890096.1	9312148	9318724	+	No	No
HORVU.MOREX.r3.1HG0004550	chr1H_LR890096.1	9321179	9321469	+	No	No
HORVU.MOREX.r3.1HG0004560	chr1H_LR890096.1	9328912	9337145	+	No	No
HORVU.MOREX.r3.1HG0004600	chr1H_LR890096.1	9362193	9365119	+	No	No
HORVU.MOREX.r3.1HG0004610	chr1H_LR890096.1	9373679	9374365	+	No	No
HORVU.MOREX.r3.1HG0004640	chr1H_LR890096.1	9392247	9393020	+	No	No
HORVU.MOREX.r3.1HG0004650	chr1H_LR890096.1	9401196	9401561	+	No	No
HORVU.MOREX.r3.1HG0004660	chr1H_LR890096.1	9409540	9416043	-	No	No
HORVU.MOREX.r3.1HG0004670	chr1H_LR890096.1	9410361	9412520	+	No	No
HORVU.MOREX.r3.1HG0004690	chr1H_LR890096.1	9451959	9452436	-	No	No
HORVU.MOREX.r3.1HG0004700	chr1H_LR890096.1	9482089	9482583	-	No	No
HORVU.MOREX.r3.1HG0004730	chr1H_LR890096.1	9495871	9497076	+	No	No
HORVU.MOREX.r3.1HG0004780	chr1H_LR890096.1	9526259	9526918	+	No	No
HORVU.MOREX.r3.1HG0004840	chr1H_LR890096.1	9592678	9593046	-	No	No
HORVU.MOREX.r3.1HG0004870	chr1H_LR890096.1	9608078	9611504	+	No	No
HORVU.MOREX.r3.1HG0004880	chr1H_LR890096.1	9612054	9614384	-	No	No
HORVU.MOREX.r3.1HG0004890	chr1H_LR890096.1	9619236	9623514	-	No	No
