
PanBaRT20_chr1HG00029.1	chr1H_LR890096.1	1166807	1169702	+	MorexV3	chr1H	1165262	1169800	+	100.0	100.0	No	
PanBaRT20_chr1HG00030.1	chr1H_LR890096.1	1178784	1180898	.	Du_Li_Huang	chr1H	3542955	3543561	+	98.7	100.0	No	.
PanBaRT20_chr1HG00031.1	chr1H_LR890096.1	1178784	1179234	-	MorexV3	chr1H	1178638	1179234	-	100.0	100.0	No	
PanBaRT20_chr1HG00032.1	chr1H_LR890096.1	1317064	1321019	-	MorexV3	chr1H	1317055	1321019	-	98.6	100.0	No	
PanBaRT20_chr1HG00033.1	chr1H_LR890096.1	1335338	1337433	-	MorexV3	chr1H	1335338	1337436	-	100.0	100.0	Yes	
PanBaRT20_chr1HG00034.1	chr1H_LR890096.1	1308204	1310237	+	MorexV3	chr1H	1308201	1310335	+	100.0	100.0	Yes	
PanBaRT20_chr1HG00035.1	chr1H_LR890096.1	1308214	1309345	-	MorexV3	chr1H	1308214	1309345	-	100.0	100.0	Yes	
PanBaRT20_chr1HG00036.1	chr1H_LR890096.1	1317091	1321019	-	MorexV3	chr1H	1317091	1321019	-	100.0	100.0	No	
PanBaRT20_chr1HG00037.1	chr1H_LR890096.1	1335375	1337433	-	MorexV3	chr1H	1335375	1337436	-	100.0	100.0	No	
PanBaRT20_chr1HG00038.1	chr1H_LR890096.1	1444203	1445966	+	MorexV3	chr1H	1439705	1446327	+	100.0	100.0	No	
PanBaRT20_chr1HG00039.1	chr1H_LR890096.1	1453026	1457443	-	MorexV3	chr1H	1452979	1457650	-	100.0	100.0	No	
PanBaRT20_chr1HG00040.1	chr1H_LR890096.1	1459026	1459555	-	MorexV3	chr1H	1459026	1459555	-	100.0	100.0	No	
PanBaRT20_chr1HG00041.1	chr1H_LR890096.1	1474564	1476569	-	MorexV3	chr1H	1474519	1476569	-	100.0	100.0	No	
PanBaRT20_chr1HG00042.1	chr1H_LR890096.1	1474576	1476121	+	MorexV3	chr1H	1474576	1476121	+	99.9	100.0	No	
PanBaRT20_chr1HG00043.1	chr1H_LR890096.1	1499093	1501172	+	MorexV3	chr1H	1499028	1501172	+	100.0	100.0	Yes	
PanBaRT20_chr1HG00044.1	chr1H_LR890096.1	1499104	1500300	-	MorexV3	chr1H	1499104	1500300	-	100.0	100.0	No	
PanBaRT20_chr1HG00045.1	chr1H_LR890096.1	1511418	1513470	+	MorexV3	chr1H	1511331	1513632	+	100.0	100.0	No	
PanBaRT20_chr1HG00046.1	chr1H_LR890096.1	1535894	1539760	+	MorexV3	chr1H	1535894	1539760	+	100.0	100.0	No	
PanBaRT20_chr1HG00047.1	chr1H_LR890096.1	1549952	1552881	+	MorexV3	chr1H	1544880	1553002	+	100.0	100.0	No	
PanBaRT20_chr1HG00048.1	chr1H_LR890096.1	1560608	1565524	+	MorexV3	chr1H	1559406	1565753	+	100.0	100.0	No	
PanBaRT20_chr1HG00049.1	chr1H_LR890096.1	1571383	1571660	+	MorexV3	chr1H	1571383	1571660	+	100.0	100.0	No	
PanBaRT20_chr1HG00050.1	chr1H_LR890096.1	1585712	1589390	+	MorexV3	chr1H	1585619	1589390	+	100.0	100.0	No	
PanBaRT20_chr1HG00051.1	chr1H_LR890096.1	1596612	1599490	-	MorexV3	chr1H	1596499	1601943	-	100.0	100.0	No	
PanBaRT20_chr1HG00052.1	chr1H_LR890096.1	1599491	1601727	+	MorexV3	chr1H	1598003	1601727	+	100.0	100.0	No	
PanBaRT20_chr1HG00053.1	chr1H_LR890096.1	1602051	1602944	-	MorexV3	chr1H	1602051	1606154	-	100.0	100.0	No	
PanBaRT20_chr1HG00054.1	chr1H_LR890096.1	1613941	1621779	+	MorexV3	chr1H	1613760	1621822	+	100.0	100.0	No	
PanBaRT20_chr1HG00055.1	chr1H_LR890096.1	1630936	1636720	-	MorexV3	chr1H	1630608	1642606	-	100.0	100.0	No	
PanBaRT20_chr1HG00056.1	chr1H_LR890096.1	1646830	1647174	-	MorexV3	chr1H	1646830	1647174	-	100.0	100.0	Yes	
PanBaRT20_chr1HG00057.1	chr1H_LR890096.1	1706754	1712567	+	MorexV3	chr1H	1706697	1712568	+	100.0	100.0	No	
PanBaRT20_chr1HG00058.1	chr1H_LR890096.1	1719717	1720810	+	MorexV3	chr1H	1719717	1720810	+	100.0	100.0	No	
PanBaRT20_chr1HG00059.1	chr1H_LR890096.1	1725335	1728063	+	MorexV3	chr1H	1725315	1728323	+	100.0	100.0	No	
PanBaRT20_chr1HG00060.1	chr1H_LR890096.1	1728977	1730259	-	MorexV3	chr1H	1728795	1730593	-	99.6	100.0	No	
PanBaRT20_chr1HG00061.1	chr1H_LR890096.1	1728977	1730259	+	MorexV3	chr1H	1728957	1730474	+	100.0	100.0	No	
PanBaRT20_chr1HG00062.1	chr1H_LR890096.1	1735792	1737375	+	MorexV3	chr1H	1735792	1737375	+	99.9	100.0	No	
PanBaRT20_chr1HG00063.1	chr1H_LR890096.1	1730260	1753935	.	Du_Li_Huang	chr1H	3878009	3879647	+	98.1	100.0	No	.
PanBaRT20_chr1HG00064.1	chr1H_LR890096.1	1753936	1757170	-	MorexV3	chr1H	1753174	1757335	-	100.0	100.0	No	
PanBaRT20_chr1HG00065.1	chr1H_LR890096.1	1764358	1764603	-	MorexV3	chr1H	1764358	1764603	-	100.0	100.0	No	
PanBaRT20_chr1HG00066.1	chr1H_LR890096.1	1778343	1780152	-	MorexV3	chr1H	1778253	1780276	-	100.0	100.0	No	
PanBaRT20_chr1HG00067.1	chr1H_LR890096.1	1785019	1786651	-	MorexV3	chr1H	1785019	1786651	-	100.0	100.0	No	
PanBaRT20_chr1HG00068.1	chr1H_LR890096.1	1785036	1786634	+	MorexV3	chr1H	1785036	1786634	+	100.0	100.0	No	
PanBaRT20_chr1HG00069.1	chr1H_LR890096.1	1820956	1824583	-	MorexV3	chr1H	1820690	1828151	-	100.0	100.0	No	
PanBaRT20_chr1HG00070.1	chr1H_LR890096.1	1842929	1843985	-	MorexV3	chr1H	1842636	1843985	-	100.0	100.0	No	
PanBaRT20_chr1HG00071.1	chr1H_LR890096.1	1842929	1845278	+	MorexV3	chr1H	1842820	1845695	+	100.0	100.0	No	
PanBaRT20_chr1HG00072.1	chr1H_LR890096.1	1917886	1918803	-	MorexV3	chr1H	1917749	1919043	-	100.0	100.0	No	
PanBaRT20_chr1HG00073.1	chr1H_LR890096.1	1917886	1918803	+	MorexV3	chr1H	1917800	1919035	+	100.0	100.0	No	
PanBaRT20_chr1HG00074.1	chr1H_LR890096.1	1947558	1947865	+	MorexV3	chr1H	1947558	1947865	+	100.0	100.0	No	
PanBaRT20_chr1HG00075.1	chr1H_LR890096.1	1947561	1947865	-	MorexV3	chr1H	1947561	1947865	-	100.0	100.0	No	
PanBaRT20_chr1HG00076.1	chr1H_LR890096.1	2061272	2062303	+	MorexV3	chr1H	2061133	2062534	+	100.0	100.0	No	
PanBaRT20_chr1HG00077.1	chr1H_LR890096.1	2061272	2062303	+	MorexV3	chr1H	2061196	2062452	+	100.0	100.0	No	
PanBaRT20_chr1HG00078.1	chr1H_LR890096.1	2083156	2086559	+	MorexV3	chr1H	2083117	2086569	+	100.0	100.0	No	
PanBaRT20_chr1HG00079.1	chr1H_LR890096.1	2083156	2086559	.	HOR_13942	chr1H	4306244	4337032	+	98.7	100.0	No	.
PanBaRT20_chr1HG00080.1	chr1H_LR890096.1	2091106	2091310	-	MorexV3	chr1H	2091106	2091310	-	100.0	100.0	Yes	
PanBaRT20_chr1HG00081.1	chr1H_LR890096.1	2092589	2093851	+	MorexV3	chr1H	2092589	2093851	+	100.0	100.0	No	
PanBaRT20_chr1HG00082.1	chr1H_LR890096.1	2092720	2093822	-	MorexV3	chr1H	2092720	2093822	-	100.0	100.0	No	
PanBaRT20_chr1HG00083.1	chr1H_LR890096.1	2095418	2097875	+	MorexV3	chr1H	2095418	2097875	+	100.0	100.0	No	
PanBaRT20_chr1HG00084.1	chr1H_LR890096.1	2105889	2106453	-	MorexV3	chr1H	2105799	2106528	-	100.0	100.0	No	
PanBaRT20_chr1HG00085.1	chr1H_LR890096.1	2105889	2106453	+	MorexV3	chr1H	2105855	2106645	+	100.0	100.0	No	
PanBaRT20_chr1HG00086.1	chr1H_LR890096.1	15288666	15288980	-	MorexV3	chr1H	15288666	15288980	-	100.0	100.0	Yes	
PanBaRT20_chr1HG00087.1	chr1H_LR890096.1	2143428	2144654	+	MorexV3	chr1H	2143428	2144654	+	100.0	100.0	No	
PanBaRT20_chr1HG00088.1	chr1H_LR890096.1	2173399	2173964	+	MorexV3	chr1H	2173399	2173964	+	100.0	100.0	No	
PanBaRT20_chr1HG00089.1	chr4H_LR890099.1	12582357	12582581	+	MorexV3	chr4H	12582357	12582581	+	98.2	100.0	No	
PanBaRT20_chr1HG00090.1	chr1H_LR890096.1	2175445	2176288	+	MorexV3	chr1H	2175445	2176288	+	100.0	100.0	No	
PanBaRT20_chr1HG00091.1	chr1H_LR890096.1	2181405	2182259	+	MorexV3	chr1H	2181405	2182259	+	99.9	100.0	No	
PanBaRT20_chr1HG00092.1	chr1H_LR890096.1	2191285	2192173	+	MorexV3	chr1H	2191285	2192173	+	100.0	100.0	No	
PanBaRT20_chr1HG00093.1	chr1H_LR890096.1	2195311	2196470	-	MorexV3	chr1H	2195311	2196470	-	100.0	100.0	No	
PanBaRT20_chr1HG00094.1	chr1H_LR890096.1	2196862	2198162	+	MorexV3	chr1H	2196862	2198162	+	99.9	100.0	No	
PanBaRT20_chr1HG00095.1	chr1H_LR890096.1	2262516	2269336	-	MorexV3	chr1H	2262469	2269398	-	100.0	100.0	No	
PanBaRT20_chr1HG00096.1	chr1H_LR890096.1	2270859	2271612	-	MorexV3	chr1H	2270859	2271612	-	100.0	100.0	Yes	
PanBaRT20_chr1HG00097.1	chr1H_LR890096.1	2276458	2276787	-	MorexV3	chr1H	2276458	2276787	-	100.0	100.0	No	
PanBaRT20_chr1HG00098.1	chr1H_LR890096.1	2295989	2298412	+	MorexV3	chr1H	2295989	2298412	+	100.0	100.0	No	
PanBaRT20_chr1HG00099.1	chr1H_LR890096.1	2298640	2300228	+	MorexV3	chr1H	2298640	2300228	+	99.7	100.0	No	
PanBaRT20_chr1HG00100.1	chr1H_LR890096.1	2301095	2301294	+	MorexV3	chr1H	2301064	2301294	+	100.0	100.0	No	
PanBaRT20_chr1HG00101.1	chr1H_LR890096.1	2311720	2312358	+	MorexV3	chr1H	2311720	2312358	+	100.0	100.0	No	
PanBaRT20_chr1HG00102.1	chr1H_LR890096.1	2315577	2316253	-	MorexV3	chr1H	2315577	2316253	-	100.0	100.0	No	
PanBaRT20_chr1HG00103.1	chr1H_LR890096.1	2317797	2320090	+	MorexV3	chr1H	2317797	2320090	+	100.0	100.0	No	
PanBaRT20_chr1HG00104.1	chr1H_LR890096.1	2322108	2326362	+	MorexV3	chr1H	2322108	2326654	+	100.0	100.0	No	
PanBaRT20_chr1HG00105.1	chr1H_LR890096.1	2366705	2367480	+	MorexV3	chr1H	2366705	2367480	+	100.0	100.0	No	
PanBaRT20_chr1HG00106.1	chr1H_LR890096.1	2387075	2387310	-	MorexV3	chr1H	2387075	2387310	-	100.0	100.0	No	
PanBaRT20_chr1HG00107.1	chr1H_LR890096.1	2389468	2394114	-	MorexV3	chr1H	2389188	2394144	-	100.0	100.0	No	
PanBaRT20_chr1HG00108.1	chr1H_LR890096.1	2389836	2390232	-	MorexV3	chr1H	2389836	2390232	-	100.0	100.0	No	
PanBaRT20_chr1HG00109.1	chr1H_LR890096.1	2390978	2391238	-	MorexV3	chr1H	2390978	2391238	-	100.0	100.0	No	
PanBaRT20_chr1HG00110.1	chr1H_LR890096.1	2403341	2403584	+	MorexV3	chr1H	2403341	2403584	+	100.0	100.0	No	
PanBaRT20_chr1HG00111.1	chr1H_LR890096.1	2497979	2499050	-	MorexV3	chr1H	2497558	2499128	-	100.0	100.0	No	
PanBaRT20_chr1HG00112.1	chr1H_LR890096.1	2512359	2564004	.	HOR_13942	chr1H	4744302	4745484	-	98.1	100.0	No	.
PanBaRT20_chr1HG00113.1	chr1H_LR890096.1	2512359	2564004	.	HOR_13942	chr1H	4744308	4745499	+	98.2	100.0	No	.
PanBaRT20_chr1HG00114.1	chr1H_LR890096.1	2535528	2536929	-	MorexV3	chr1H	2535528	2536929	-	100.0	100.0	No	
PanBaRT20_chr1HG00115.1	chr1H_LR890096.1	2535561	2537104	+	MorexV3	chr1H	2535561	2537104	+	100.0	100.0	No	
PanBaRT20_chr1HG00116.1	chr1H_LR890096.1	2553033	2554437	-	MorexV3	chr1H	2553033	2554437	-	100.0	100.0	No	
PanBaRT20_chr1HG00117.1	chr1H_LR890096.1	2564005	2574521	.	Du_Li_Huang	chr1H	5205837	5294982	+	98.1	100.0	No	.
PanBaRT20_chr1HG00118.1	chr1H_LR890096.1	2562580	2563468	-	MorexV3	chr1H	2562580	2563468	-	100.0	100.0	No	
PanBaRT20_chr1HG00119.1	chr1H_LR890096.1	2575911	2576606	+	MorexV3	chr1H	2575911	2576606	+	100.0	100.0	No	
PanBaRT20_chr1HG00120.1	chr1H_LR890096.1	2577003	2580483	-	MorexV3	chr1H	2577003	2580640	-	100.0	100.0	No	
PanBaRT20_chr1HG00121.1	chr1H_LR890096.1	2577007	2578371	+	MorexV3	chr1H	2577007	2578371	+	100.0	100.0	No	
PanBaRT20_chr1HG00122.1	chr1H_LR890096.1	2582508	2586544	-	MorexV3	chr1H	2582367	2586555	-	100.0	100.0	No	
PanBaRT20_chr1HG00127.1	chr1H_LR890096.1	2617362	2621142	-	MorexV3	chr1H	2617362	2621142	-	100.0	100.0	No	
PanBaRT20_chr1HG00128.1	chr1H_LR890096.1	2624411	2625124	-	MorexV3	chr1H	2624411	2625199	-	98.8	100.0	No	
PanBaRT20_chr1HG00129.1	chr1H_LR890096.1	2605312	2625124	.	Du_Li_Huang	chr1H	5420733	5421277	+	98.5	100.0	No	.
PanBaRT20_chr1HG00130.1	chr1H_LR890096.1	2650778	2651531	-	MorexV3	chr1H	2650778	2651531	-	100.0	100.0	No	
PanBaRT20_chr1HG00131.1	chr1H_LR890096.1	2650941	2651502	+	MorexV3	chr1H	2650941	2651502	+	100.0	100.0	No	
PanBaRT20_chr1HG00132.1	chr1H_LR890096.1	2677126	2677938	-	MorexV3	chr1H	2677126	2677938	-	100.0	100.0	No	
PanBaRT20_chr1HG00133.1	chr1H_LR890096.1	2677267	2677880	+	MorexV3	chr1H	2677267	2677880	+	100.0	100.0	No	
PanBaRT20_chr1HG00134.1	chr1H_LR890096.1	2703911	2704178	+	MorexV3	chr1H	2703828	2704178	+	100.0	100.0	No	
PanBaRT20_chr1HG00135.1	chr1H_LR890096.1	2745355	2746714	-	MorexV3	chr1H	2745355	2746714	-	100.0	100.0	No	
PanBaRT20_chr1HG00136.1	chr1H_LR890096.1	2745441	2746541	+	MorexV3	chr1H	2745441	2746541	+	100.0	100.0	No	
PanBaRT20_chr1HG00137.1	chr1H_LR890096.1	2705206	2765169	.	Du_Li_Huang	chr1H	5469708	5471221	-	98.5	100.0	No	.
PanBaRT20_chr1HG00138.1	chr1H_LR890096.1	2765170	2775506	+	MorexV3	chr1H	2764615	2776798	+	100.0	100.0	No	
PanBaRT20_chr1HG00139.1	chr1H_LR890096.1	2770717	2771338	-	MorexV3	chr1H	2770717	2771338	-	100.0	100.0	No	
PanBaRT20_chr1HG00140.1	chr1H_LR890096.1	2770764	2771321	+	MorexV3	chr1H	2770764	2771321	+	100.0	100.0	No	
PanBaRT20_chr1HG00141.1	chr1H_LR890096.1	2774223	2774460	-	MorexV3	chr1H	2774223	2774460	-	100.0	100.0	No	
PanBaRT20_chr1HG00142.1	chr1H_LR890096.1	2855838	2857072	+	MorexV3	chr1H	2855838	2857072	+	100.0	100.0	No	
PanBaRT20_chr1HG00143.1	chr1H_LR890096.1	2855838	2857213	-	MorexV3	chr1H	2855838	2857213	-	100.0	100.0	No	
PanBaRT20_chr1HG00144.1	chr1H_LR890096.1	2834880	2874080	.	Barke	chr1H	4185283	4186393	-	98.5	100.0	No	.
PanBaRT20_chr1HG00145.1	chr1H_LR890096.1	2861917	2863208	-	MorexV3	chr1H	2861917	2863208	-	99.9	100.0	No	
PanBaRT20_chr1HG00146.1	chr1H_LR890096.1	2862214	2864372	+	MorexV3	chr1H	2862214	2864372	+	100.0	100.0	No	
PanBaRT20_chr1HG00147.1	chr1H_LR890096.1	2874081	2875407	+	MorexV3	chr1H	2871500	2875532	+	100.0	100.0	No	
PanBaRT20_chr1HG00148.1	chr1H_LR890096.1	2952215	2952501	-	MorexV3	chr1H	2952215	2952501	-	100.0	100.0	No	
PanBaRT20_chr1HG00149.1	chr1H_LR890096.1	2959168	2969931	+	MorexV3	chr1H	2959168	2969931	+	99.9	100.0	No	
PanBaRT20_chr1HG00150.1	chr1H_LR890096.1	2875408	2971081	.	OUN333	chr1H	8028014	8029294	-	98.6	100.0	No	.
PanBaRT20_chr1HG00151.1	chr1H_LR890096.1	2875408	2971081	.	OUN333	chr1H	8028038	8029149	+	98.6	100.0	Yes	.
PanBaRT20_chr1HG00152.1	chr1H_LR890096.1	2980023	2986954	+	MorexV3	chr1H	2980023	2986954	+	100.0	100.0	No	
PanBaRT20_chr1HG00153.1	chr1H_LR890096.1	3192134	3199174	.	HOR_21599	chr1H	6317675	6318598	-	99.1	100.0	No	.
PanBaRT20_chr1HG00154.1	chr1H_LR890096.1	3132792	3136042	+	MorexV3	chr1H	3132792	3136042	+	100.0	100.0	No	
PanBaRT20_chr1HG00155.1	chr1H_LR890096.1	3132908	3133159	-	MorexV3	chr1H	3132908	3133159	-	100.0	100.0	No	
PanBaRT20_chr1HG00156.1	chr1H_LR890096.1	3192134	3199157	-	MorexV3	chr1H	3191809	3199157	-	100.0	100.0	No	
PanBaRT20_chr1HG00157.1	chr1H_LR890096.1	3019654	3020250	.	HOR_21599	chr1H	6175469	6176592	+	98.0	100.0	No	.
PanBaRT20_chr1HG00158.1	chr1H_LR890096.1	3203351	3207774	-	MorexV3	chr1H	3203077	3208090	-	100.0	100.0	No	
PanBaRT20_chr1HG00159.1	chr1H_LR890096.1	3260544	3261440	-	MorexV3	chr1H	3260418	3262075	-	100.0	100.0	No	
PanBaRT20_chr1HG00160.1	chr1H_LR890096.1	3260544	3261440	.	Du_Li_Huang	chr1H	6003927	6005250	+	98.6	100.0	No	.
PanBaRT20_chr1HG00161.1	chr1H_LR890096.1	3324899	3325726	.	HOR_8148	chr1H	7799223	7806110	+	99.1	100.0	No	.
PanBaRT20_chr1HG00162.1	chr1H_LR890096.1	3324899	3325726	-	MorexV3	chr1H	3322341	3332325	-	100.0	100.0	No	
PanBaRT20_chr1HG00163.1	chr1H_LR890096.1	3324899	3325378	+	MorexV3	chr1H	3324895	3325378	+	100.0	100.0	No	
PanBaRT20_chr1HG00164.1	chr1H_LR890096.1	3332442	3332637	+	MorexV3	chr1H	3332442	3332637	+	100.0	100.0	No	
PanBaRT20_chr1HG00165.1	chr1H_LR890096.1	3335272	3339572	.	Planet	chr1H	8660482	8679396	-	98.4	100.0	No	.
PanBaRT20_chr1HG00166.1	chr1H_LR890096.1	3335272	3339572	-	MorexV3	chr1H	3335068	3339920	-	100.0	100.0	No	
PanBaRT20_chr1HG00167.1	chr1H_LR890096.1	3576852	3580707	-	MorexV3	chr1H	3576329	3581815	-	100.0	100.0	No	
PanBaRT20_chr1HG00168.1	chr1H_LR890096.1	3587972	3589029	-	MorexV3	chr1H	3587972	3589105	-	100.0	100.0	No	
PanBaRT20_chr1HG00169.1	chr1H_LR890096.1	3588509	3589029	+	MorexV3	chr1H	3588509	3589095	+	100.0	100.0	No	
PanBaRT20_chr1HG00170.1	chr1H_LR890096.1	3619197	3620593	-	MorexV3	chr1H	3619197	3620593	-	100.0	100.0	No	
PanBaRT20_chr1HG00171.1	chr1H_LR890096.1	3636585	3640287	-	MorexV3	chr1H	3636333	3640390	-	100.0	100.0	No	
PanBaRT20_chr1HG00172.1	chr1H_LR890096.1	3819703	3821178	+	MorexV3	chr1H	3819703	3821178	+	99.9	100.0	Yes	
PanBaRT20_chr1HG00173.1	chr1H_LR890096.1	3736034	3748365	+	MorexV3	chr1H	3734790	3749816	+	99.8	100.0	No	
PanBaRT20_chr1HG00174.1	chr1H_LR890096.1	3736034	3748365	+	MorexV3	chr1H	3734790	3749816	+	100.0	100.0	No	
PanBaRT20_chr1HG00175.1	chr1H_LR890096.1	3719941	3721114	+	MorexV3	chr1H	3719871	3721393	+	100.0	100.0	No	
PanBaRT20_chr1HG00176.1	chr1H_LR890096.1	3734860	3736033	+	MorexV3	chr1H	3734790	3736310	+	100.0	100.0	No	
PanBaRT20_chr1HG00177.1	chr1H_LR890096.1	3736034	3748365	+	MorexV3	chr1H	3734790	3749816	+	100.0	100.0	No	
PanBaRT20_chr1HG00178.1	chr1H_LR890096.1	3734860	3736033	+	MorexV3	chr1H	3734790	3736312	+	100.0	100.0	No	
PanBaRT20_chr1HG00179.1	chr1H_LR890096.1	3736034	3748365	+	MorexV3	chr1H	3734790	3749818	+	100.0	100.0	No	
PanBaRT20_chr1HG00180.1	chr1H_LR890096.1	3705388	3706834	+	MorexV3	chr1H	3705318	3706837	+	99.9	100.0	Yes	
PanBaRT20_chr1HG00181.1	chr1H_LR890096.1	4128252	4130578	-	MorexV3	chr1H	4128252	4130578	-	100.0	100.0	No	
PanBaRT20_chr1HG00182.1	chr1H_LR890096.1	3836101	3838328	+	MorexV3	chr1H	3836101	3838328	+	100.0	100.0	No	
PanBaRT20_chr1HG00183.1	chr1H_LR890096.1	4207096	4209264	+	MorexV3	chr1H	4206376	4209264	+	100.0	100.0	Yes	
PanBaRT20_chr1HG00184.1	chr1H_LR890096.1	3659589	3659888	-	MorexV3	chr1H	3659589	3659888	-	100.0	100.0	Yes	
PanBaRT20_chr1HG00185.1	chr1H_LR890096.1	3734860	3736033	+	MorexV3	chr1H	3734790	3736310	+	99.9	100.0	No	
PanBaRT20_chr1HG00186.1	chr1H_LR890096.1	3736034	3748365	+	MorexV3	chr1H	3734790	3749816	+	100.0	100.0	No	
PanBaRT20_chr1HG00187.1	chr1H_LR890096.1	4302769	4305343	.	HOR_3365	chr1H	7775219	7775906	-	98.7	100.0	Yes	.
PanBaRT20_chr1HG00188.1	chr1H_LR890096.1	4127748	4130555	-	MorexV3	chr1H	4127748	4130555	-	100.0	100.0	No	
PanBaRT20_chr1HG00189.1	chr1H_LR890096.1	413587	539355	.	Du_Li_Huang	chr1H	2063236	2063506	+	98.9	100.0	Yes	.
PanBaRT20_chr1HG00190.1	chr1H_LR890096.1	3836460	3838376	-	MorexV3	chr1H	3836460	3838376	-	100.0	100.0	Yes	
PanBaRT20_chr1HG00191.1	chr1H_LR890096.1	4215225	4215614	-	MorexV3	chr1H	4215225	4215614	-	100.0	100.0	Yes	
PanBaRT20_chr1HG00192.1	chr1H_LR890096.1	4327955	4328462	+	MorexV3	chr1H	4327955	4328462	+	100.0	100.0	No	
PanBaRT20_chr1HG00193.1	chr1H_LR890096.1	4328967	4329215	+	MorexV3	chr1H	4328967	4329215	+	100.0	100.0	No	
PanBaRT20_chr1HG00194.1	chr1H_LR890096.1	4331866	4333462	-	MorexV3	chr1H	4331636	4333511	-	100.0	100.0	Yes	
PanBaRT20_chr1HG00195.1	chr1H_LR890096.1	4331866	4333462	-	MorexV3	chr1H	4331760	4333549	-	100.0	100.0	Yes	
PanBaRT20_chr1HG00196.1	chr1H_LR890096.1	4350661	4352507	-	MorexV3	chr1H	4350661	4352507	-	100.0	100.0	No	
PanBaRT20_chr1HG00197.1	chr1H_LR890096.1	4377635	4379445	-	MorexV3	chr1H	4377557	4379445	-	100.0	100.0	No	
PanBaRT20_chr1HG00198.1	chr1H_LR890096.1	4383440	4384384	-	MorexV3	chr1H	4383288	4384954	-	100.0	100.0	No	
